shipment_id,product_name,category,temperature_C,humidity_percent,safe_temp_low_C,safe_temp_mid_C,safe_temp_high_C,humidity_low_percent,humidity_mid_percent,humidity_high_percent,exposure_hours,ethylene_ppm,co2_ppm,nh3_ppm,h2s_ppm,temp_deviation,temp_deviation_degree_hr,cumulative_damage_index,humidity_deviation,temp_danger_flag,spoilage_probability,remaining_shelf_life_hours,risk_category,recommended_action,category_encoded,product_name_encoded,risk_encoded,action_encoded
SHP_1486,Paneer,dairy,30.93,74.69,2,3,4,80,85,90,11.44,19.3,3107.54,23.62,20.95,27.93,319.51919999999996,3.1951919999999996,-10.310000000000002,1,0.311,66,Medium,Increase cooling,0,13,3,1
SHP_1487,Tomato,vegetable,23.9,51.13,10,12,14,85,90,92,21.31,8.56,327.28,15.05,22.47,11.899999999999999,253.58899999999994,2.5358899999999993,-38.87,1,0.37,60,Medium,Increase cooling,3,15,3,1
SHP_1488,Onion,vegetable,14.76,51.14,10,12,15,70,75,80,8.38,36.68,3621.8,36.12,2.55,2.76,23.128800000000002,0.23128800000000002,-23.86,0,0.029,93,Low,Maintain cold chain,3,11,2,2
SHP_1489,Butter,dairy,24.3,40.48,2,4,6,75,80,85,5.37,28.65,1918.86,39.33,10.17,20.3,109.01100000000001,1.0901100000000001,-39.52,1,0.165,80,Low,Maintain cold chain,0,2,2,2
SHP_1490,Orange,fruit,21.37,47.19,4,6,8,80,85,90,15.1,16.34,1938.9,38.18,2.91,15.370000000000001,232.08700000000002,2.32087,-37.81,1,0.265,70,Low,Maintain cold chain,1,12,2,2
SHP_1491,Chicken,meat,0.4,86.05,0,1,2,85,90,95,15.74,2.67,4729.01,49.32,2.66,-0.6,-9.443999999999999,0.09444,-3.950000000000003,0,0.02,94,Low,Maintain cold chain,2,5,2,2
SHP_1492,Grapes,fruit,0.17,60.48,0,1,2,90,92,95,13.03,25.77,3860.3,5.9,25.0,-0.83,-10.8149,0.108149,-31.520000000000003,0,0.024,93,Low,Maintain cold chain,1,7,2,2
SHP_1493,Mango,fruit,20.82,71.75,12,14,16,80,85,90,20.21,35.59,3591.44,10.08,12.89,6.82,137.8322,1.378322,-13.25,1,0.242,72,Low,Maintain cold chain,1,8,2,2
SHP_1494,Tomato,vegetable,17.98,43.04,10,12,14,85,90,92,21.09,1.03,4646.31,42.59,15.73,5.98,126.1182,1.261182,-46.96,1,0.161,80,Low,Maintain cold chain,3,15,2,2
SHP_1495,Grapes,fruit,-0.08,46.69,0,1,2,90,92,95,12.16,14.54,1500.51,25.33,28.99,-1.08,-13.132800000000001,0.131328,-45.31,0,0.096,86,Low,Maintain cold chain,1,7,2,2
SHP_1496,Mango,fruit,39.62,88.95,12,14,16,80,85,90,14.13,34.18,2515.43,43.43,8.75,25.619999999999997,362.0106,3.6201060000000003,3.950000000000003,1,0.435,54,Medium,Increase cooling,1,8,3,1
SHP_1497,Mutton,meat,9.16,87.04,0,1,2,85,90,95,13.09,23.5,4478.73,46.89,1.61,8.16,106.8144,1.068144,-2.9599999999999937,1,0.241,72,Low,Maintain cold chain,2,10,2,2
SHP_1498,Mango,fruit,14.5,60.62,12,14,16,80,85,90,9.43,11.22,2916.95,35.44,4.03,0.5,4.715,0.04715,-24.380000000000003,0,0.067,89,Low,Maintain cold chain,1,8,2,2
SHP_1499,Apple,fruit,9.26,73.34,0,2,4,85,90,95,22.39,37.98,1895.79,5.41,15.2,7.26,162.5514,1.625514,-16.659999999999997,1,0.23,73,Low,Maintain cold chain,1,0,2,2
SHP_1500,Mutton,meat,-0.66,93.32,0,1,2,85,90,95,22.35,2.63,3224.18,29.26,8.43,-1.6600000000000001,-37.101000000000006,0.37101000000000006,3.319999999999993,0,0.02,94,Low,Maintain cold chain,2,10,2,2
SHP_1501,Fish,meat,2.64,56.73,0,1,2,85,90,95,19.42,17.99,2855.68,5.01,27.96,1.6400000000000001,31.848800000000004,0.31848800000000005,-33.27,1,0.061,90,Low,Maintain cold chain,2,6,2,2
SHP_1502,Paneer,dairy,24.62,44.44,2,3,4,80,85,90,13.83,20.55,3564.35,2.77,8.54,21.62,299.00460000000004,2.9900460000000004,-40.56,1,0.447,53,Medium,Increase cooling,0,13,3,1
SHP_1503,Paneer,dairy,4.28,44.39,2,3,4,80,85,90,19.27,34.22,731.91,41.72,10.82,1.2800000000000002,24.665600000000005,0.24665600000000004,-40.61,1,0.02,94,Low,Maintain cold chain,0,13,2,2
SHP_1504,Cabbage,vegetable,3.06,48.41,0,2,4,90,95,98,13.17,20.58,3067.17,39.49,19.69,1.06,13.9602,0.139602,-46.59,0,0.02,94,Low,Maintain cold chain,3,3,2,2
SHP_1505,Carrot,vegetable,8.44,62.65,0,2,4,90,95,98,2.79,18.95,2248.25,42.11,6.9,6.4399999999999995,17.967599999999997,0.17967599999999997,-32.35,1,0.02,94,Low,Maintain cold chain,3,4,2,2
SHP_1506,Grapes,fruit,4.02,75.82,0,1,2,90,92,95,3.33,34.36,660.62,5.32,14.86,3.0199999999999996,10.0566,0.10056599999999999,-16.180000000000007,1,0.024,93,Low,Maintain cold chain,1,7,2,2
SHP_1507,Butter,dairy,10.44,55.12,2,4,6,75,80,85,5.36,28.67,3096.11,16.24,0.76,6.4399999999999995,34.5184,0.345184,-24.880000000000003,1,0.035,92,Low,Maintain cold chain,0,2,2,2
SHP_1508,Tomato,vegetable,40.25,51.81,10,12,14,85,90,92,13.84,23.08,4402.86,43.18,11.15,28.25,390.98,3.9098,-38.19,1,0.475,50,Medium,Increase cooling,3,15,3,1
SHP_1509,Grapes,fruit,9.88,82.63,0,1,2,90,92,95,18.62,17.32,1202.6,45.22,5.94,8.88,165.34560000000002,1.6534560000000003,-9.370000000000005,1,0.266,70,Low,Maintain cold chain,1,7,2,2
SHP_1510,Fish,meat,17.39,41.12,0,1,2,85,90,95,17.16,12.44,1804.05,16.97,20.4,16.39,281.2524,2.8125240000000002,-48.88,1,0.427,54,Medium,Increase cooling,2,6,3,1
SHP_1511,Grapes,fruit,4.23,91.1,0,1,2,90,92,95,4.84,8.9,4998.46,8.58,23.15,3.2300000000000004,15.633200000000002,0.15633200000000003,-0.9000000000000057,1,0.077,88,Low,Maintain cold chain,1,7,2,2
SHP_1512,Butter,dairy,8.89,44.45,2,4,6,75,80,85,12.61,22.28,4308.89,15.75,15.71,4.890000000000001,61.66290000000001,0.6166290000000001,-35.55,1,0.158,80,Low,Maintain cold chain,0,2,2,2
SHP_1513,Fish,meat,12.37,59.46,0,1,2,85,90,95,22.47,35.66,1079.63,7.48,17.31,11.37,255.48389999999998,2.554839,-30.54,1,0.281,69,Low,Maintain cold chain,2,6,2,2
SHP_1514,Milk,dairy,28.86,50.7,2,3,4,80,85,90,20.43,9.86,3441.3,37.01,13.44,25.86,528.3198,5.283198,-34.3,1,0.689,29,High,Prioritize delivery,0,9,1,3
SHP_1515,Chicken,meat,16.44,80.52,0,1,2,85,90,95,20.0,18.32,2975.88,34.63,17.77,15.440000000000001,308.8,3.088,-9.480000000000004,1,0.379,59,Medium,Increase cooling,2,5,3,1
SHP_1516,Onion,vegetable,20.51,59.63,10,12,15,70,75,80,13.95,1.51,502.17,43.5,20.35,8.510000000000002,118.71450000000002,1.1871450000000001,-15.369999999999997,1,0.099,86,Low,Maintain cold chain,3,11,2,2
SHP_1517,Butter,dairy,17.94,73.81,2,4,6,75,80,85,18.61,33.97,2557.25,43.52,10.78,13.940000000000001,259.4234,2.594234,-6.189999999999998,1,0.29,68,Low,Maintain cold chain,0,2,2,2
SHP_1518,Paneer,dairy,32.9,78.43,2,3,4,80,85,90,23.12,21.32,948.12,29.56,9.44,29.9,691.288,6.91288,-6.569999999999993,1,0.885,11,Critical,Immediate cooling and delivery,0,13,0,0
SHP_1519,Butter,dairy,2.26,92.18,2,4,6,75,80,85,1.0,25.66,4421.52,33.8,10.71,-1.7400000000000002,-1.7400000000000002,0.017400000000000002,12.180000000000007,0,0.02,94,Low,Maintain cold chain,0,2,2,2
SHP_1520,Carrot,vegetable,8.05,77.17,0,2,4,90,95,98,14.7,15.92,4779.18,35.14,1.26,6.050000000000001,88.935,0.88935,-17.83,1,0.137,82,Low,Maintain cold chain,3,4,2,2
SHP_1521,Carrot,vegetable,9.63,66.65,0,2,4,90,95,98,1.15,18.41,2962.39,7.47,14.07,7.630000000000001,8.7745,0.087745,-28.349999999999994,1,0.021,93,Low,Maintain cold chain,3,4,2,2
SHP_1522,Potato,vegetable,14.99,40.85,10,12,15,85,90,92,20.68,31.95,4742.39,30.43,7.64,2.99,61.833200000000005,0.6183320000000001,-49.15,0,0.157,80,Low,Maintain cold chain,3,14,2,2
SHP_1523,Cabbage,vegetable,9.7,82.64,0,2,4,90,95,98,22.14,22.98,3569.51,46.22,21.37,7.699999999999999,170.47799999999998,1.7047799999999997,-12.36,1,0.184,78,Low,Maintain cold chain,3,3,2,2
SHP_1524,Grapes,fruit,11.32,79.22,0,1,2,90,92,95,1.87,16.25,1084.14,1.15,4.0,10.32,19.2984,0.19298400000000002,-12.780000000000001,1,0.02,94,Low,Maintain cold chain,1,7,2,2
SHP_1525,Orange,fruit,19.89,84.13,4,6,8,80,85,90,4.18,39.53,1927.91,29.97,28.11,13.89,58.0602,0.5806020000000001,-0.8700000000000045,1,0.05,91,Low,Maintain cold chain,1,12,2,2
SHP_1526,Onion,vegetable,22.5,79.47,10,12,15,70,75,80,6.36,34.45,4121.59,1.67,2.73,10.5,66.78,0.6678000000000001,4.469999999999999,1,0.068,89,Low,Maintain cold chain,3,11,2,2
SHP_1527,Banana,fruit,18.2,58.41,13,14,16,80,85,90,14.12,20.37,2802.03,13.38,27.35,4.199999999999999,59.30399999999999,0.5930399999999999,-26.590000000000003,1,0.084,87,Low,Maintain cold chain,1,1,2,2
SHP_1528,Banana,fruit,36.52,42.51,13,14,16,80,85,90,17.64,16.33,1587.06,6.57,24.57,22.520000000000003,397.2528000000001,3.972528000000001,-42.49,1,0.511,46,Medium,Increase cooling,1,1,3,1
SHP_1529,Tomato,vegetable,14.98,58.12,10,12,14,85,90,92,12.23,15.26,3204.78,35.92,11.76,2.9800000000000004,36.44540000000001,0.36445400000000006,-31.880000000000003,1,0.02,94,Low,Maintain cold chain,3,15,2,2
SHP_1530,Carrot,vegetable,32.57,70.8,0,2,4,90,95,98,1.86,38.11,4034.4,2.0,9.97,30.57,56.860200000000006,0.568602,-24.200000000000003,1,0.174,79,Low,Maintain cold chain,3,4,2,2
SHP_1531,Banana,fruit,26.23,57.3,13,14,16,80,85,90,18.94,28.01,4183.47,36.57,29.68,12.23,231.63620000000003,2.3163620000000003,-27.700000000000003,1,0.255,71,Low,Maintain cold chain,1,1,2,2
SHP_1532,Paneer,dairy,23.09,88.12,2,3,4,80,85,90,21.24,29.36,789.16,39.47,15.97,20.09,426.7116,4.267116,3.1200000000000045,1,0.5,47,Medium,Increase cooling,0,13,3,1
SHP_1533,Chicken,meat,0.17,76.07,0,1,2,85,90,95,22.4,25.66,1284.59,1.52,13.01,-0.83,-18.592,0.18591999999999997,-13.930000000000007,0,0.063,89,Low,Maintain cold chain,2,5,2,2
SHP_1534,Onion,vegetable,13.42,88.21,10,12,15,70,75,80,18.2,30.15,2364.73,37.3,6.14,1.42,25.843999999999998,0.25844,13.209999999999994,0,0.035,92,Low,Maintain cold chain,3,11,2,2
SHP_1535,Butter,dairy,3.86,74.88,2,4,6,75,80,85,2.24,0.73,3695.57,41.78,11.97,-0.14000000000000012,-0.3136000000000003,0.0031360000000000034,-5.1200000000000045,0,0.039,92,Low,Maintain cold chain,0,2,2,2
SHP_1536,Milk,dairy,7.79,86.82,2,3,4,80,85,90,13.42,12.96,3490.73,28.16,4.87,4.79,64.2818,0.642818,1.8199999999999932,1,0.044,91,Low,Maintain cold chain,0,9,2,2
SHP_1537,Milk,dairy,7.24,89.5,2,3,4,80,85,90,12.56,27.53,4934.08,38.35,28.26,4.24,53.254400000000004,0.532544,4.5,1,0.114,85,Low,Maintain cold chain,0,9,2,2
SHP_1538,Orange,fruit,26.24,82.43,4,6,8,80,85,90,2.16,34.5,4315.06,1.12,18.29,20.24,43.7184,0.437184,-2.569999999999993,1,0.02,94,Low,Maintain cold chain,1,12,2,2
SHP_1539,Fish,meat,0.47,62.86,0,1,2,85,90,95,18.32,33.28,1756.25,47.15,5.39,-0.53,-9.7096,0.097096,-27.14,0,0.02,94,Low,Maintain cold chain,2,6,2,2
SHP_1540,Onion,vegetable,39.94,76.97,10,12,15,70,75,80,10.93,33.39,3880.48,16.45,16.02,27.939999999999998,305.38419999999996,3.0538419999999995,1.9699999999999989,1,0.341,63,Medium,Increase cooling,3,11,3,1
SHP_1541,Orange,fruit,4.31,51.48,4,6,8,80,85,90,4.04,19.43,704.08,42.17,21.54,-1.6900000000000004,-6.827600000000001,0.06827600000000002,-33.52,0,0.02,94,Low,Maintain cold chain,1,12,2,2
SHP_1542,Mutton,meat,2.77,78.14,0,1,2,85,90,95,14.14,24.01,4891.76,32.11,0.92,1.77,25.027800000000003,0.250278,-11.86,1,0.036,92,Low,Maintain cold chain,2,10,2,2
SHP_1543,Butter,dairy,31.86,89.8,2,4,6,75,80,85,7.04,31.82,3044.02,33.57,29.71,27.86,196.1344,1.961344,9.799999999999997,1,0.279,69,Low,Maintain cold chain,0,2,2,2
SHP_1544,Chicken,meat,4.36,76.7,0,1,2,85,90,95,18.8,24.3,1021.25,10.34,18.65,3.3600000000000003,63.168000000000006,0.63168,-13.299999999999997,1,0.123,84,Low,Maintain cold chain,2,5,2,2
SHP_1545,Orange,fruit,10.51,54.58,4,6,8,80,85,90,12.06,33.41,1837.33,24.4,28.23,4.51,54.3906,0.543906,-30.42,1,0.02,94,Low,Maintain cold chain,1,12,2,2
SHP_1546,Mutton,meat,4.91,61.43,0,1,2,85,90,95,10.09,36.07,4602.72,38.83,6.85,3.91,39.4519,0.394519,-28.57,1,0.12,84,Low,Maintain cold chain,2,10,2,2
SHP_1547,Onion,vegetable,21.22,61.11,10,12,15,70,75,80,6.57,5.66,3638.82,33.06,1.32,9.219999999999999,60.575399999999995,0.6057539999999999,-13.89,1,0.105,85,Low,Maintain cold chain,3,11,2,2
SHP_1548,Chicken,meat,2.35,53.68,0,1,2,85,90,95,8.44,17.18,2374.05,3.28,12.04,1.35,11.394,0.11394,-36.32,1,0.108,85,Low,Maintain cold chain,2,5,2,2
SHP_1549,Grapes,fruit,28.47,90.33,0,1,2,90,92,95,16.45,16.54,2290.85,35.13,28.28,27.47,451.88149999999996,4.518815,-1.6700000000000017,1,0.527,45,Medium,Increase cooling,1,7,3,1
SHP_1550,Paneer,dairy,12.4,64.21,2,3,4,80,85,90,9.01,4.42,3250.34,9.34,15.31,9.4,84.694,0.84694,-20.790000000000006,1,0.129,83,Low,Maintain cold chain,0,13,2,2
SHP_1551,Paneer,dairy,3.12,88.19,2,3,4,80,85,90,14.66,18.5,1613.38,11.55,26.23,0.1200000000000001,1.7592000000000017,0.017592000000000017,3.1899999999999977,0,0.066,89,Low,Maintain cold chain,0,13,2,2
SHP_1552,Carrot,vegetable,11.54,63.42,0,2,4,90,95,98,4.89,18.97,1950.38,18.05,25.57,9.54,46.65059999999999,0.4665059999999999,-31.58,1,0.087,87,Low,Maintain cold chain,3,4,2,2
SHP_1553,Fish,meat,25.31,79.48,0,1,2,85,90,95,15.33,35.88,4538.19,16.43,28.57,24.31,372.6723,3.7267230000000002,-10.519999999999996,1,0.433,54,Medium,Increase cooling,2,6,3,1
SHP_1554,Mango,fruit,18.1,60.73,12,14,16,80,85,90,22.26,10.92,1722.32,30.62,13.15,4.100000000000001,91.26600000000003,0.9126600000000004,-24.270000000000003,1,0.099,86,Low,Maintain cold chain,1,8,2,2
SHP_1555,Potato,vegetable,19.91,89.22,10,12,15,85,90,92,16.76,26.97,1260.99,46.63,7.93,7.91,132.57160000000002,1.3257160000000001,-0.7800000000000011,1,0.192,77,Low,Maintain cold chain,3,14,2,2
SHP_1556,Banana,fruit,12.75,44.95,13,14,16,80,85,90,3.58,5.55,1710.14,14.08,18.13,-1.25,-4.475,0.04475,-40.05,0,0.02,94,Low,Maintain cold chain,1,1,2,2
SHP_1557,Onion,vegetable,20.27,81.87,10,12,15,70,75,80,22.83,10.5,1452.96,48.29,0.25,8.27,188.80409999999998,1.8880409999999999,6.8700000000000045,1,0.244,72,Low,Maintain cold chain,3,11,2,2
SHP_1558,Carrot,vegetable,4.4,50.99,0,2,4,90,95,98,1.32,17.61,3623.47,29.38,9.54,2.4000000000000004,3.1680000000000006,0.03168000000000001,-44.01,1,0.02,94,Low,Maintain cold chain,3,4,2,2
SHP_1559,Carrot,vegetable,2.77,80.19,0,2,4,90,95,98,11.35,1.69,352.64,22.9,3.96,0.77,8.7395,0.087395,-14.810000000000002,0,0.033,92,Low,Maintain cold chain,3,4,2,2
SHP_1560,Milk,dairy,8.66,51.77,2,3,4,80,85,90,5.81,21.94,845.45,1.16,1.53,5.66,32.8846,0.32884599999999997,-33.23,1,0.02,94,Low,Maintain cold chain,0,9,2,2
SHP_1561,Potato,vegetable,29.59,47.83,10,12,15,85,90,92,13.57,28.34,619.25,5.41,15.27,17.59,238.6963,2.386963,-42.17,1,0.283,68,Low,Maintain cold chain,3,14,2,2
SHP_1562,Mutton,meat,5.86,92.34,0,1,2,85,90,95,15.33,14.25,4751.31,30.15,17.37,4.86,74.5038,0.745038,2.3400000000000034,1,0.044,91,Low,Maintain cold chain,2,10,2,2
SHP_1563,Apple,fruit,1.16,42.57,0,2,4,85,90,95,9.66,37.81,1774.56,22.13,3.44,-0.8400000000000001,-8.114400000000002,0.08114400000000002,-47.43,0,0.112,85,Low,Maintain cold chain,1,0,2,2
SHP_1564,Cabbage,vegetable,17.53,41.52,0,2,4,90,95,98,4.92,35.46,3729.93,8.23,16.97,15.530000000000001,76.4076,0.764076,-53.48,1,0.086,87,Low,Maintain cold chain,3,3,2,2
SHP_1565,Potato,vegetable,23.81,49.8,10,12,15,85,90,92,19.15,34.37,2196.56,19.93,5.1,11.809999999999999,226.16149999999996,2.2616149999999995,-40.2,1,0.292,67,Low,Maintain cold chain,3,14,2,2
SHP_1566,Mango,fruit,13.92,87.94,12,14,16,80,85,90,11.69,37.85,981.02,8.87,25.88,-0.08000000000000007,-0.9352000000000008,0.009352000000000008,2.9399999999999977,0,0.023,93,Low,Maintain cold chain,1,8,2,2
SHP_1567,Banana,fruit,25.53,40.24,13,14,16,80,85,90,9.94,10.95,3108.86,39.96,4.0,11.530000000000001,114.60820000000001,1.146082,-44.76,1,0.136,82,Low,Maintain cold chain,1,1,2,2
SHP_1568,Paneer,dairy,1.44,90.72,2,3,4,80,85,90,20.88,30.77,2315.62,37.92,11.15,-1.56,-32.5728,0.325728,5.719999999999999,0,0.027,93,Low,Maintain cold chain,0,13,2,2
SHP_1569,Carrot,vegetable,22.66,80.1,0,2,4,90,95,98,20.95,16.79,4912.47,17.47,27.65,20.66,432.827,4.32827,-14.900000000000006,1,0.616,36,High,Prioritize delivery,3,4,1,3
SHP_1570,Onion,vegetable,15.6,53.3,10,12,15,70,75,80,23.54,36.7,2415.58,37.22,14.01,3.5999999999999996,84.74399999999999,0.8474399999999999,-21.700000000000003,1,0.09,87,Low,Maintain cold chain,3,11,2,2
SHP_1571,Milk,dairy,1.91,50.96,2,3,4,80,85,90,12.15,17.02,3850.82,30.25,20.66,-1.09,-13.243500000000001,0.132435,-34.04,0,0.068,89,Low,Maintain cold chain,0,9,2,2
SHP_1572,Tomato,vegetable,33.23,66.48,10,12,14,85,90,92,5.57,0.44,1098.03,32.63,18.36,21.229999999999997,118.2511,1.1825109999999999,-23.519999999999996,1,0.147,81,Low,Maintain cold chain,3,15,2,2
SHP_1573,Apple,fruit,17.09,53.96,0,2,4,85,90,95,1.91,30.55,3533.52,16.14,16.36,15.09,28.8219,0.288219,-36.04,1,0.041,92,Low,Maintain cold chain,1,0,2,2
SHP_1574,Milk,dairy,6.59,64.89,2,3,4,80,85,90,12.27,33.58,3074.19,9.59,17.43,3.59,44.049299999999995,0.44049299999999997,-20.11,1,0.045,91,Low,Maintain cold chain,0,9,2,2
SHP_1575,Apple,fruit,14.55,61.93,0,2,4,85,90,95,8.98,4.79,2258.53,3.64,2.96,12.55,112.69900000000001,1.1269900000000002,-28.07,1,0.19,77,Low,Maintain cold chain,1,0,2,2
SHP_1576,Paneer,dairy,7.66,56.8,2,3,4,80,85,90,15.38,30.31,2792.16,35.2,7.8,4.66,71.6708,0.716708,-28.200000000000003,1,0.08,88,Low,Maintain cold chain,0,13,2,2
SHP_1577,Cabbage,vegetable,18.48,69.15,0,2,4,90,95,98,19.67,33.25,2015.71,5.01,20.21,16.48,324.1616,3.241616,-25.849999999999994,1,0.438,53,Medium,Increase cooling,3,3,3,1
SHP_1578,Butter,dairy,2.04,66.14,2,4,6,75,80,85,21.48,39.18,2482.69,40.87,15.23,-1.96,-42.1008,0.421008,-13.86,0,0.024,93,Low,Maintain cold chain,0,2,2,2
SHP_1579,Cabbage,vegetable,14.46,91.17,0,2,4,90,95,98,6.19,35.6,3993.26,14.81,16.35,12.46,77.12740000000001,0.7712740000000001,-3.8299999999999983,1,0.037,92,Low,Maintain cold chain,3,3,2,2
SHP_1580,Butter,dairy,3.12,64.42,2,4,6,75,80,85,16.11,35.84,2248.71,0.89,25.85,-0.8799999999999999,-14.176799999999998,0.14176799999999998,-15.579999999999998,0,0.064,89,Low,Maintain cold chain,0,2,2,2
SHP_1581,Butter,dairy,8.7,74.2,2,4,6,75,80,85,12.98,1.0,2177.68,49.3,3.02,4.699999999999999,61.00599999999999,0.6100599999999999,-5.799999999999997,1,0.073,88,Low,Maintain cold chain,0,2,2,2
SHP_1582,Chicken,meat,5.69,56.89,0,1,2,85,90,95,6.53,25.09,1880.93,33.6,0.96,4.69,30.625700000000005,0.30625700000000006,-33.11,1,0.029,93,Low,Maintain cold chain,2,5,2,2
SHP_1583,Chicken,meat,9.2,77.75,0,1,2,85,90,95,23.32,8.49,4330.66,2.93,6.46,8.2,191.224,1.91224,-12.25,1,0.233,73,Low,Maintain cold chain,2,5,2,2
SHP_1584,Fish,meat,7.99,63.82,0,1,2,85,90,95,13.47,24.39,3712.7,15.72,24.87,6.99,94.15530000000001,0.9415530000000001,-26.18,1,0.073,88,Low,Maintain cold chain,2,6,2,2
SHP_1585,Orange,fruit,12.41,61.4,4,6,8,80,85,90,14.36,22.31,3010.78,8.28,12.08,6.41,92.0476,0.9204760000000001,-23.6,1,0.144,82,Low,Maintain cold chain,1,12,2,2
SHP_1586,Orange,fruit,11.37,62.05,4,6,8,80,85,90,8.11,37.61,1680.28,20.79,23.61,5.369999999999999,43.55069999999999,0.4355069999999999,-22.950000000000003,1,0.049,91,Low,Maintain cold chain,1,12,2,2
SHP_1587,Chicken,meat,6.18,70.09,0,1,2,85,90,95,23.9,2.13,2173.42,13.54,29.98,5.18,123.80199999999999,1.23802,-19.909999999999997,1,0.235,73,Low,Maintain cold chain,2,5,2,2
SHP_1588,Tomato,vegetable,11.54,88.65,10,12,14,85,90,92,8.3,21.74,4250.52,44.17,4.81,-0.46000000000000085,-3.8180000000000076,0.038180000000000075,-1.3499999999999943,0,0.02,94,Low,Maintain cold chain,3,15,2,2
SHP_1589,Tomato,vegetable,17.36,58.44,10,12,14,85,90,92,8.3,1.68,3111.72,42.74,11.45,5.359999999999999,44.488,0.44488,-31.560000000000002,1,0.12,84,Low,Maintain cold chain,3,15,2,2
SHP_1590,Apple,fruit,30.1,74.52,0,2,4,85,90,95,18.61,28.37,4316.46,34.29,0.54,28.1,522.941,5.229410000000001,-15.480000000000004,1,0.604,38,High,Prioritize delivery,1,0,1,3
SHP_1591,Chicken,meat,9.95,43.82,0,1,2,85,90,95,7.98,22.82,3855.45,5.53,25.15,8.95,71.42099999999999,0.7142099999999999,-46.18,1,0.072,89,Low,Maintain cold chain,2,5,2,2
SHP_1592,Orange,fruit,6.78,77.95,4,6,8,80,85,90,18.92,36.25,2679.95,29.71,21.24,0.7800000000000002,14.757600000000005,0.14757600000000004,-7.049999999999997,0,0.071,89,Low,Maintain cold chain,1,12,2,2
SHP_1593,Orange,fruit,21.49,46.68,4,6,8,80,85,90,5.25,32.4,2562.0,22.53,12.72,15.489999999999998,81.32249999999999,0.8132249999999999,-38.32,1,0.085,87,Low,Maintain cold chain,1,12,2,2
SHP_1594,Onion,vegetable,19.04,91.98,10,12,15,70,75,80,14.72,7.21,3703.44,40.61,20.37,7.039999999999999,103.6288,1.0362879999999999,16.980000000000004,1,0.16,80,Low,Maintain cold chain,3,11,2,2
SHP_1595,Apple,fruit,28.1,71.06,0,2,4,85,90,95,9.26,34.44,4161.74,6.11,25.46,26.1,241.686,2.4168600000000002,-18.939999999999998,1,0.305,66,Medium,Increase cooling,1,0,3,1
SHP_1596,Orange,fruit,29.21,53.95,4,6,8,80,85,90,12.55,32.33,1538.0,0.2,14.86,23.21,291.2855,2.912855,-31.049999999999997,1,0.355,61,Medium,Increase cooling,1,12,3,1
SHP_1597,Paneer,dairy,20.5,81.49,2,3,4,80,85,90,5.23,11.04,2385.13,4.35,8.6,17.5,91.525,0.91525,-3.510000000000005,1,0.167,79,Low,Maintain cold chain,0,13,2,2
SHP_1598,Mutton,meat,7.13,48.34,0,1,2,85,90,95,11.9,27.19,4111.8,5.45,7.52,6.13,72.947,0.7294700000000001,-41.66,1,0.124,84,Low,Maintain cold chain,2,10,2,2
SHP_1599,Potato,vegetable,43.42,79.33,10,12,15,85,90,92,6.2,25.58,3419.7,20.71,1.34,31.42,194.804,1.94804,-10.670000000000002,1,0.255,71,Low,Maintain cold chain,3,14,2,2
SHP_1600,Apple,fruit,30.77,77.33,0,2,4,85,90,95,22.29,13.45,1683.31,43.64,23.91,28.77,641.2832999999999,6.412832999999999,-12.670000000000002,1,0.848,14,Critical,Immediate cooling and delivery,1,0,0,0
SHP_1601,Onion,vegetable,19.06,47.19,10,12,15,70,75,80,18.07,8.6,3384.27,19.25,25.09,7.059999999999999,127.57419999999998,1.2757419999999997,-27.810000000000002,1,0.156,80,Low,Maintain cold chain,3,11,2,2
SHP_1602,Potato,vegetable,44.25,84.31,10,12,15,85,90,92,2.52,14.06,1085.37,1.67,11.57,32.25,81.27,0.8127,-5.689999999999998,1,0.165,80,Low,Maintain cold chain,3,14,2,2
SHP_1603,Mutton,meat,30.55,53.14,0,1,2,85,90,95,16.82,8.26,4858.16,1.25,23.57,29.55,497.031,4.9703100000000004,-36.86,1,0.595,38,High,Prioritize delivery,2,10,1,3
SHP_1604,Onion,vegetable,11.93,42.06,10,12,15,70,75,80,10.83,2.61,534.64,5.78,2.14,-0.07000000000000028,-0.7581000000000031,0.007581000000000031,-32.94,0,0.02,94,Low,Maintain cold chain,3,11,2,2
SHP_1605,Butter,dairy,32.41,66.71,2,4,6,75,80,85,17.56,13.72,2266.33,46.45,27.32,28.409999999999997,498.8795999999999,4.988795999999999,-13.290000000000006,1,0.643,34,High,Prioritize delivery,0,2,1,3
SHP_1606,Mango,fruit,41.74,88.66,12,14,16,80,85,90,12.97,24.55,3231.04,24.08,12.02,27.740000000000002,359.78780000000006,3.5978780000000006,3.6599999999999966,1,0.399,57,Medium,Increase cooling,1,8,3,1
SHP_1607,Fish,meat,2.94,85.16,0,1,2,85,90,95,20.02,17.4,3718.27,13.48,3.01,1.94,38.8388,0.388388,-4.840000000000003,1,0.02,94,Low,Maintain cold chain,2,6,2,2
SHP_1608,Onion,vegetable,35.29,62.16,10,12,15,70,75,80,12.93,2.96,1122.49,44.48,18.26,23.29,301.1397,3.011397,-12.840000000000003,1,0.429,54,Medium,Increase cooling,3,11,3,1
