shipment_id,product_name,category,temperature_C,humidity_percent,safe_temp_low_C,safe_temp_mid_C,safe_temp_high_C,humidity_low_percent,humidity_mid_percent,humidity_high_percent,exposure_hours,ethylene_ppm,co2_ppm,nh3_ppm,h2s_ppm,temp_deviation,temp_deviation_degree_hr,cumulative_damage_index,humidity_deviation,temp_danger_flag,spoilage_probability,remaining_shelf_life_hours,risk_category,recommended_action
SHP_2633,Chicken,meat,1.31,54.57,0,1,2,85,90,95,21.35,26.45,3157.93,5.41,19.68,0.31,6.59,0.008,-35.43,0,0.047,91,Low,Maintain cold chain
SHP_2634,Butter,dairy,11.7,48.86,2,4,6,75,80,85,22.44,18.38,1648.9,17.71,0.87,7.7,172.69,0.216,-31.14,1,0.131,83,Low,Maintain cold chain
SHP_2635,Potato,vegetable,29.83,74.36,10,12,15,85,90,92,18.55,20.03,2103.46,26.97,11.4,17.83,330.78,0.413,-15.64,1,0.466,51,Medium,Increase cooling
SHP_2636,Paneer,dairy,24.4,65.52,2,3,4,80,85,90,12.72,22.26,4261.0,7.64,0.98,21.4,272.21,0.34,-19.48,1,0.3,67,Low,Maintain cold chain
SHP_2637,Paneer,dairy,22.7,93.88,2,3,4,80,85,90,17.02,33.15,3100.57,46.46,13.36,19.7,335.3,0.419,8.88,1,0.391,58,Medium,Increase cooling
SHP_2638,Chicken,meat,7.93,56.3,0,1,2,85,90,95,17.92,15.13,3243.92,15.25,18.54,6.93,124.24,0.155,-33.7,1,0.189,77,Low,Maintain cold chain
SHP_2639,Mutton,meat,10.48,42.8,0,1,2,85,90,95,1.79,36.49,4451.06,48.54,21.5,9.48,17.01,0.021,-47.2,1,0.02,94,Low,Maintain cold chain
SHP_2640,Apple,fruit,8.73,70.75,0,2,4,85,90,95,17.04,11.58,4483.73,8.65,27.69,6.73,114.71,0.143,-19.25,1,0.133,83,Low,Maintain cold chain
SHP_2641,Cabbage,vegetable,8.09,79.36,0,2,4,90,95,98,14.93,4.41,1564.46,47.93,7.98,6.09,90.91,0.114,-15.64,1,0.101,86,Low,Maintain cold chain
SHP_2642,Cabbage,vegetable,7.19,50.87,0,2,4,90,95,98,6.69,25.69,2440.23,27.69,3.67,5.19,34.7,0.043,-44.13,1,0.026,93,Low,Maintain cold chain
SHP_2643,Apple,fruit,4.01,83.13,0,2,4,85,90,95,3.68,0.86,2102.52,3.44,23.76,2.01,7.41,0.009,-6.87,1,0.02,94,Low,Maintain cold chain
SHP_2644,Butter,dairy,5.69,89.61,2,4,6,75,80,85,10.15,7.38,2044.8,26.11,1.6,1.69,17.11,0.021,9.61,0,0.02,94,Low,Maintain cold chain
SHP_2645,Potato,vegetable,19.86,69.88,10,12,15,85,90,92,21.15,33.16,1577.37,45.17,29.96,7.86,166.21,0.208,-20.12,1,0.13,83,Low,Maintain cold chain
SHP_2646,Chicken,meat,16.27,82.78,0,1,2,85,90,95,6.82,7.61,3482.09,35.64,29.56,15.27,104.11,0.13,-7.22,1,0.145,82,Low,Maintain cold chain
SHP_2647,Butter,dairy,29.12,54.93,2,4,6,75,80,85,14.48,27.35,4903.07,8.86,9.78,25.12,363.73,0.455,-25.07,1,0.519,46,Medium,Increase cooling
SHP_2648,Banana,fruit,26.88,49.36,13,14,16,80,85,90,3.51,38.13,4931.73,21.1,28.51,12.88,45.24,0.057,-35.64,1,0.132,83,Low,Maintain cold chain
SHP_2649,Orange,fruit,10.14,81.03,4,6,8,80,85,90,7.19,25.71,1472.75,25.37,3.89,4.14,29.77,0.037,-3.97,1,0.02,94,Low,Maintain cold chain
SHP_2650,Butter,dairy,6.36,59.68,2,4,6,75,80,85,17.08,8.25,4962.19,37.65,28.86,2.36,40.27,0.05,-20.32,1,0.02,94,Low,Maintain cold chain
SHP_2651,Tomato,vegetable,11.48,49.05,10,12,14,85,90,92,19.78,20.12,2624.94,8.75,22.0,0.0,0.0,0.0,-40.95,0,0.02,94,Low,Maintain cold chain
SHP_2652,Grapes,fruit,22.43,50.25,0,1,2,90,92,95,2.61,29.06,2564.89,26.28,4.17,21.43,55.85,0.07,-41.75,1,0.106,85,Low,Maintain cold chain
SHP_2653,Chicken,meat,30.72,91.08,0,1,2,85,90,95,16.05,27.34,382.87,26.85,18.88,29.72,477.13,0.596,1.08,1,0.502,47,Medium,Increase cooling
SHP_2654,Tomato,vegetable,19.98,94.78,10,12,14,85,90,92,5.06,32.04,2213.81,15.98,13.9,7.98,40.35,0.05,4.78,1,0.057,90,Low,Maintain cold chain
SHP_2655,Orange,fruit,10.59,59.64,4,6,8,80,85,90,5.55,34.3,478.37,7.54,3.75,4.59,25.48,0.032,-25.36,1,0.057,90,Low,Maintain cold chain
SHP_2656,Grapes,fruit,5.61,94.83,0,1,2,90,92,95,11.37,36.6,4445.64,1.61,22.55,4.61,52.42,0.066,2.83,1,0.051,91,Low,Maintain cold chain
SHP_2657,Tomato,vegetable,18.62,82.23,10,12,14,85,90,92,5.62,19.78,4959.48,2.19,7.03,6.62,37.23,0.047,-7.77,1,0.034,92,Low,Maintain cold chain
SHP_2658,Potato,vegetable,35.95,64.74,10,12,15,85,90,92,6.97,1.8,2216.96,20.82,28.96,23.95,166.8,0.209,-25.26,1,0.214,75,Low,Maintain cold chain
SHP_2659,Fish,meat,1.4,74.96,0,1,2,85,90,95,15.42,28.53,3919.18,31.75,7.12,0.4,6.12,0.008,-15.04,0,0.047,91,Low,Maintain cold chain
SHP_2660,Tomato,vegetable,14.37,80.27,10,12,14,85,90,92,2.84,38.06,1010.33,24.89,17.42,2.37,6.72,0.008,-9.73,1,0.033,92,Low,Maintain cold chain
SHP_2661,Butter,dairy,3.65,86.17,2,4,6,75,80,85,3.87,30.5,3688.15,49.86,7.78,0.0,0.0,0.0,6.17,0,0.023,93,Low,Maintain cold chain
SHP_2662,Milk,dairy,8.94,70.33,2,3,4,80,85,90,1.68,35.84,3098.64,41.25,16.36,5.94,10.0,0.012,-14.67,1,0.02,94,Low,Maintain cold chain
SHP_2663,Mutton,meat,-0.12,58.57,0,1,2,85,90,95,12.16,15.26,4872.79,0.28,29.57,0.0,0.0,0.0,-31.43,0,0.02,94,Low,Maintain cold chain
SHP_2664,Apple,fruit,4.9,94.79,0,2,4,85,90,95,2.4,15.82,423.58,11.22,28.36,2.9,6.98,0.009,4.79,1,0.036,92,Low,Maintain cold chain
SHP_2665,Mango,fruit,12.07,70.03,12,14,16,80,85,90,3.23,3.02,1646.06,4.4,25.79,0.0,0.0,0.0,-14.97,0,0.02,94,Low,Maintain cold chain
SHP_2666,Butter,dairy,17.32,89.62,2,4,6,75,80,85,14.87,23.05,2576.02,42.3,19.34,13.32,198.05,0.248,9.62,1,0.36,61,Medium,Increase cooling
SHP_2667,Mutton,meat,15.21,83.25,0,1,2,85,90,95,11.88,7.64,3355.77,9.98,17.5,14.21,168.9,0.211,-6.75,1,0.219,74,Low,Maintain cold chain
SHP_2668,Chicken,meat,14.1,94.85,0,1,2,85,90,95,8.74,32.86,4267.06,36.85,26.91,13.1,114.48,0.143,4.85,1,0.134,83,Low,Maintain cold chain
SHP_2669,Milk,dairy,12.91,44.85,2,3,4,80,85,90,19.79,2.33,4305.02,36.52,20.96,9.91,196.01,0.245,-40.15,1,0.209,75,Low,Maintain cold chain
SHP_2670,Butter,dairy,3.7,60.89,2,4,6,75,80,85,9.7,1.56,3790.08,16.55,21.66,0.0,0.0,0.0,-19.11,0,0.02,94,Low,Maintain cold chain
SHP_2671,Paneer,dairy,3.83,69.41,2,3,4,80,85,90,21.08,31.09,3030.88,14.33,22.02,0.83,17.51,0.022,-15.59,0,0.074,88,Low,Maintain cold chain
SHP_2672,Apple,fruit,27.84,40.7,0,2,4,85,90,95,11.51,34.75,4448.86,22.25,15.23,25.84,297.36,0.372,-49.3,1,0.377,59,Medium,Increase cooling
SHP_2673,Orange,fruit,6.08,64.72,4,6,8,80,85,90,1.59,35.81,4004.28,6.33,18.31,0.08,0.13,0.0,-20.28,0,0.046,91,Low,Maintain cold chain
SHP_2674,Cabbage,vegetable,9.98,72.76,0,2,4,90,95,98,22.87,14.01,2047.69,36.2,15.0,7.98,182.62,0.228,-22.24,1,0.262,70,Low,Maintain cold chain
SHP_2675,Paneer,dairy,27.56,79.21,2,3,4,80,85,90,11.39,31.1,1576.13,7.34,8.75,24.56,279.82,0.35,-5.79,1,0.386,58,Medium,Increase cooling
SHP_2676,Chicken,meat,1.03,58.82,0,1,2,85,90,95,16.19,20.39,2029.53,26.73,12.68,0.03,0.49,0.001,-31.18,0,0.02,94,Low,Maintain cold chain
SHP_2677,Milk,dairy,12.56,89.73,2,3,4,80,85,90,1.38,7.39,3502.42,46.23,16.16,9.56,13.21,0.017,4.73,1,0.021,93,Low,Maintain cold chain
SHP_2678,Mango,fruit,29.89,46.87,12,14,16,80,85,90,23.3,0.32,2383.31,18.45,20.09,15.89,370.19,0.463,-38.13,1,0.308,66,Medium,Increase cooling
SHP_2679,Fish,meat,31.07,44.72,0,1,2,85,90,95,6.37,13.1,2387.1,22.76,23.24,30.07,191.63,0.24,-45.28,1,0.217,75,Low,Maintain cold chain
SHP_2680,Butter,dairy,4.22,41.49,2,4,6,75,80,85,18.0,20.56,3031.21,8.15,6.62,0.22,3.91,0.005,-38.51,0,0.037,92,Low,Maintain cold chain
SHP_2681,Paneer,dairy,22.53,63.69,2,3,4,80,85,90,10.84,37.13,2752.39,9.6,7.98,19.53,211.72,0.265,-21.31,1,0.282,68,Low,Maintain cold chain
SHP_2682,Grapes,fruit,11.46,74.28,0,1,2,90,92,95,17.89,22.59,1436.62,3.95,0.73,10.46,187.04,0.234,-17.72,1,0.13,83,Low,Maintain cold chain
SHP_2683,Potato,vegetable,11.51,45.04,10,12,15,85,90,92,17.37,13.45,3932.79,35.81,18.33,0.0,0.0,0.0,-44.96,0,0.02,94,Low,Maintain cold chain
SHP_2684,Orange,fruit,8.26,55.51,4,6,8,80,85,90,12.45,16.04,2205.15,4.9,29.26,2.26,28.17,0.035,-29.49,1,0.023,93,Low,Maintain cold chain
SHP_2685,Carrot,vegetable,21.08,58.75,0,2,4,90,95,98,20.14,12.77,650.99,7.61,1.35,19.08,384.3,0.48,-36.25,1,0.527,45,Medium,Increase cooling
SHP_2686,Tomato,vegetable,11.46,87.67,10,12,14,85,90,92,21.62,25.83,4984.02,11.62,8.39,0.0,0.0,0.0,-2.33,0,0.02,94,Low,Maintain cold chain
SHP_2687,Mutton,meat,7.89,49.83,0,1,2,85,90,95,16.24,20.45,1426.37,46.62,29.45,6.89,111.86,0.14,-40.17,1,0.122,84,Low,Maintain cold chain
SHP_2688,Onion,vegetable,14.89,57.31,10,12,15,70,75,80,5.87,35.63,4598.42,20.94,19.7,2.89,16.95,0.021,-17.69,0,0.02,94,Low,Maintain cold chain
SHP_2689,Grapes,fruit,-0.34,63.92,0,1,2,90,92,95,11.0,25.26,2111.39,17.88,0.03,0.0,0.0,0.0,-28.08,0,0.02,94,Low,Maintain cold chain
SHP_2690,Tomato,vegetable,27.24,88.91,10,12,14,85,90,92,22.37,39.97,3071.84,34.06,20.47,15.24,340.84,0.426,-1.09,1,0.341,63,Medium,Increase cooling
SHP_2691,Butter,dairy,11.38,40.53,2,4,6,75,80,85,18.63,8.81,3428.01,44.76,20.56,7.38,137.47,0.172,-39.47,1,0.19,77,Low,Maintain cold chain
SHP_2692,Cabbage,vegetable,2.07,59.89,0,2,4,90,95,98,16.32,24.28,1669.9,46.26,16.56,0.07,1.1,0.001,-35.11,0,0.046,91,Low,Maintain cold chain
SHP_2693,Orange,fruit,34.86,51.79,4,6,8,80,85,90,22.22,13.76,4410.52,2.51,15.37,28.86,641.3,0.802,-33.21,1,0.845,14,Critical,Immediate cooling and delivery
SHP_2694,Banana,fruit,26.34,81.32,13,14,16,80,85,90,19.3,37.05,2987.04,5.23,5.79,12.34,238.04,0.298,-3.68,1,0.251,71,Low,Maintain cold chain
SHP_2695,Onion,vegetable,15.99,50.76,10,12,15,70,75,80,22.43,24.42,2274.6,44.28,22.66,3.99,89.57,0.112,-24.24,1,0.076,88,Low,Maintain cold chain
SHP_2696,Milk,dairy,27.95,40.59,2,3,4,80,85,90,9.67,37.26,2629.03,34.71,2.08,24.95,241.34,0.302,-44.41,1,0.294,67,Low,Maintain cold chain
SHP_2697,Chicken,meat,6.98,58.59,0,1,2,85,90,95,19.59,14.05,857.68,7.34,5.57,5.98,117.19,0.146,-31.41,1,0.197,77,Low,Maintain cold chain
SHP_2698,Cabbage,vegetable,1.64,89.06,0,2,4,90,95,98,3.66,3.31,3078.16,24.09,29.34,0.0,0.0,0.0,-5.94,0,0.07,89,Low,Maintain cold chain
SHP_2699,Grapes,fruit,7.38,65.02,0,1,2,90,92,95,3.05,31.01,1207.28,28.12,2.24,6.38,19.48,0.024,-26.98,1,0.02,94,Low,Maintain cold chain
SHP_2700,Grapes,fruit,5.39,52.42,0,1,2,90,92,95,14.18,30.04,2721.89,4.32,22.06,4.39,62.26,0.078,-39.58,1,0.074,88,Low,Maintain cold chain
SHP_2701,Milk,dairy,4.33,89.69,2,3,4,80,85,90,22.94,22.88,3841.85,37.6,4.67,1.33,30.58,0.038,4.69,1,0.129,83,Low,Maintain cold chain
SHP_2702,Carrot,vegetable,6.66,43.9,0,2,4,90,95,98,2.42,39.92,2325.67,36.31,20.8,4.66,11.29,0.014,-51.1,1,0.02,94,Low,Maintain cold chain
SHP_2703,Butter,dairy,13.84,43.22,2,4,6,75,80,85,23.54,21.84,3591.44,49.91,10.76,9.84,231.61,0.29,-36.78,1,0.19,77,Low,Maintain cold chain
SHP_2704,Paneer,dairy,9.59,61.01,2,3,4,80,85,90,19.34,2.12,668.43,1.04,11.13,6.59,127.38,0.159,-23.99,1,0.202,76,Low,Maintain cold chain
SHP_2705,Onion,vegetable,14.47,49.5,10,12,15,70,75,80,3.45,24.23,1657.49,39.85,23.95,2.47,8.54,0.011,-25.5,0,0.093,87,Low,Maintain cold chain
SHP_2706,Fish,meat,14.98,68.87,0,1,2,85,90,95,8.27,7.44,1661.87,9.2,20.23,13.98,115.55,0.144,-21.13,1,0.188,77,Low,Maintain cold chain
SHP_2707,Onion,vegetable,40.29,75.89,10,12,15,70,75,80,12.5,16.62,770.8,45.56,15.23,28.29,353.56,0.442,0.89,1,0.412,56,Medium,Increase cooling
SHP_2708,Orange,fruit,11.63,72.39,4,6,8,80,85,90,14.83,16.22,1367.94,12.21,26.78,5.63,83.48,0.104,-12.61,1,0.088,87,Low,Maintain cold chain
SHP_2709,Mango,fruit,26.78,66.59,12,14,16,80,85,90,14.77,27.58,4772.28,5.61,25.01,12.78,188.77,0.236,-18.41,1,0.223,74,Low,Maintain cold chain
SHP_2710,Grapes,fruit,25.76,48.04,0,1,2,90,92,95,7.29,27.65,1440.25,26.74,20.54,24.76,180.49,0.226,-43.96,1,0.217,75,Low,Maintain cold chain
SHP_2711,Potato,vegetable,36.73,87.47,10,12,15,85,90,92,12.39,34.78,2512.25,48.65,2.27,24.73,306.31,0.383,-2.53,1,0.288,68,Low,Maintain cold chain
SHP_2712,Mango,fruit,22.03,60.94,12,14,16,80,85,90,23.57,19.06,886.95,8.52,25.56,8.03,189.24,0.237,-24.06,1,0.32,65,Medium,Increase cooling
SHP_2713,Orange,fruit,13.47,77.06,4,6,8,80,85,90,20.04,26.57,3109.11,10.15,12.85,7.47,149.74,0.187,-7.94,1,0.252,71,Low,Maintain cold chain
SHP_2714,Onion,vegetable,14.18,69.55,10,12,15,70,75,80,17.11,24.66,4639.23,4.8,15.09,2.18,37.22,0.047,-5.45,0,0.023,93,Low,Maintain cold chain
SHP_2715,Tomato,vegetable,35.84,62.56,10,12,14,85,90,92,20.71,33.42,2089.04,3.18,1.98,23.84,493.7,0.617,-27.44,1,0.651,33,High,Prioritize delivery
SHP_2716,Carrot,vegetable,6.17,62.5,0,2,4,90,95,98,23.64,25.86,3529.32,12.76,18.02,4.17,98.61,0.123,-32.5,1,0.079,88,Low,Maintain cold chain
SHP_2717,Apple,fruit,16.16,65.66,0,2,4,85,90,95,13.6,13.47,3210.01,48.89,12.81,14.16,192.67,0.241,-24.34,1,0.274,69,Low,Maintain cold chain
SHP_2718,Chicken,meat,11.53,65.53,0,1,2,85,90,95,16.59,13.15,870.68,23.31,0.1,10.53,174.64,0.218,-24.47,1,0.223,74,Low,Maintain cold chain
SHP_2719,Butter,dairy,15.62,45.82,2,4,6,75,80,85,9.99,0.97,4175.03,45.81,6.23,11.62,116.1,0.145,-34.18,1,0.106,85,Low,Maintain cold chain
SHP_2720,Carrot,vegetable,8.16,55.29,0,2,4,90,95,98,17.02,10.76,3591.85,6.32,1.59,6.16,104.77,0.131,-39.71,1,0.02,94,Low,Maintain cold chain
SHP_2721,Butter,dairy,18.91,76.63,2,4,6,75,80,85,3.24,19.94,2498.61,24.87,13.11,14.91,48.28,0.06,-3.37,1,0.046,91,Low,Maintain cold chain
SHP_2722,Mango,fruit,25.54,67.48,12,14,16,80,85,90,20.55,28.45,2074.86,20.68,11.21,11.54,237.01,0.296,-17.52,1,0.393,58,Medium,Increase cooling
SHP_2723,Fish,meat,6.15,64.93,0,1,2,85,90,95,16.06,35.58,3572.9,44.93,21.27,5.15,82.63,0.103,-25.07,1,0.118,84,Low,Maintain cold chain
SHP_2724,Fish,meat,16.74,74.97,0,1,2,85,90,95,17.01,39.34,2262.74,10.6,15.65,15.74,267.67,0.335,-15.03,1,0.34,63,Medium,Increase cooling
SHP_2725,Orange,fruit,12.6,57.33,4,6,8,80,85,90,5.82,28.59,4883.04,44.85,8.75,6.6,38.41,0.048,-27.67,1,0.02,94,Low,Maintain cold chain
SHP_2726,Apple,fruit,1.63,60.43,0,2,4,85,90,95,9.33,30.48,2017.09,43.99,27.81,0.0,0.0,0.0,-29.57,0,0.02,94,Low,Maintain cold chain
SHP_2727,Orange,fruit,23.37,94.37,4,6,8,80,85,90,9.66,28.4,2745.84,19.48,15.56,17.37,167.77,0.21,9.37,1,0.199,76,Low,Maintain cold chain
SHP_2728,Tomato,vegetable,11.62,74.25,10,12,14,85,90,92,22.3,11.01,382.88,27.64,17.35,0.0,0.0,0.0,-15.75,0,0.02,94,Low,Maintain cold chain
SHP_2729,Paneer,dairy,7.71,43.98,2,3,4,80,85,90,23.41,35.73,3173.72,5.79,15.33,4.71,110.15,0.138,-41.02,1,0.099,86,Low,Maintain cold chain
SHP_2730,Mango,fruit,26.48,43.32,12,14,16,80,85,90,3.7,29.96,1253.96,43.11,10.28,12.48,46.15,0.058,-41.68,1,0.119,84,Low,Maintain cold chain
SHP_2731,Chicken,meat,31.2,43.95,0,1,2,85,90,95,23.3,19.45,3106.48,12.38,23.14,30.2,703.72,0.88,-46.05,1,0.901,9,Critical,Immediate cooling and delivery
SHP_2732,Onion,vegetable,19.51,41.0,10,12,15,70,75,80,1.78,7.84,4980.02,44.86,8.78,7.51,13.38,0.017,-34.0,1,0.02,94,Low,Maintain cold chain
SHP_2733,Butter,dairy,10.16,57.41,2,4,6,75,80,85,12.24,31.02,4672.56,17.94,24.17,6.16,75.44,0.094,-22.59,1,0.217,75,Low,Maintain cold chain
SHP_2734,Butter,dairy,4.49,61.81,2,4,6,75,80,85,18.84,18.7,3460.44,13.06,9.74,0.49,9.27,0.012,-18.19,0,0.02,94,Low,Maintain cold chain
SHP_2735,Fish,meat,30.98,77.32,0,1,2,85,90,95,20.89,33.07,1574.23,27.19,29.14,29.98,626.37,0.783,-12.68,1,0.819,17,High,Prioritize delivery
SHP_2736,Cabbage,vegetable,23.78,48.83,0,2,4,90,95,98,15.54,6.38,4476.19,49.54,17.06,21.78,338.55,0.423,-46.17,1,0.302,67,Medium,Increase cooling
SHP_2737,Paneer,dairy,4.1,87.25,2,3,4,80,85,90,1.27,28.04,507.53,7.88,2.13,1.1,1.39,0.002,2.25,1,0.02,94,Low,Maintain cold chain
SHP_2738,Banana,fruit,18.04,56.83,13,14,16,80,85,90,3.81,2.58,2790.36,13.67,23.88,4.04,15.38,0.019,-28.17,1,0.02,94,Low,Maintain cold chain
SHP_2739,Apple,fruit,19.12,86.34,0,2,4,85,90,95,14.5,38.19,3665.83,36.68,28.01,17.12,248.21,0.31,-3.66,1,0.281,69,Low,Maintain cold chain
SHP_2740,Cabbage,vegetable,1.05,94.7,0,2,4,90,95,98,16.96,14.44,2865.15,32.7,18.61,0.0,0.0,0.0,-0.3,0,0.037,92,Low,Maintain cold chain
SHP_2741,Tomato,vegetable,39.57,44.53,10,12,14,85,90,92,9.83,14.23,2339.8,13.03,5.18,27.57,271.09,0.339,-45.47,1,0.384,59,Medium,Increase cooling
SHP_2742,Carrot,vegetable,0.69,60.15,0,2,4,90,95,98,14.14,37.86,3896.64,36.54,5.19,0.0,0.0,0.0,-34.85,0,0.02,94,Low,Maintain cold chain
SHP_2743,Milk,dairy,8.42,69.13,2,3,4,80,85,90,2.46,39.3,3814.06,28.79,25.52,5.42,13.32,0.017,-15.87,1,0.02,94,Low,Maintain cold chain
SHP_2744,Butter,dairy,2.78,40.84,2,4,6,75,80,85,19.7,4.62,3800.0,13.53,18.86,0.0,0.0,0.0,-39.16,0,0.02,94,Low,Maintain cold chain
SHP_2745,Butter,dairy,34.76,57.41,2,4,6,75,80,85,13.79,8.69,800.85,6.52,1.87,30.76,424.18,0.53,-22.59,1,0.545,43,Medium,Increase cooling
SHP_2746,Banana,fruit,12.44,63.76,13,14,16,80,85,90,12.93,34.81,3988.43,26.53,3.07,0.0,0.0,0.0,-21.24,0,0.059,90,Low,Maintain cold chain
SHP_2747,Potato,vegetable,14.26,59.96,10,12,15,85,90,92,23.21,3.43,4259.59,16.91,6.55,2.26,52.42,0.066,-30.04,0,0.02,94,Low,Maintain cold chain
SHP_2748,Tomato,vegetable,19.49,89.62,10,12,14,85,90,92,20.83,23.19,3747.18,3.16,17.8,7.49,155.9,0.195,-0.38,1,0.134,83,Low,Maintain cold chain
SHP_2749,Apple,fruit,18.58,54.42,0,2,4,85,90,95,13.76,36.35,4765.79,13.46,22.63,16.58,228.05,0.285,-35.58,1,0.217,75,Low,Maintain cold chain
SHP_2750,Grapes,fruit,4.96,80.57,0,1,2,90,92,95,1.9,28.63,4116.89,17.93,5.03,3.96,7.52,0.009,-11.43,1,0.02,94,Low,Maintain cold chain
SHP_2751,Tomato,vegetable,20.83,71.65,10,12,14,85,90,92,3.02,39.12,4167.87,21.79,16.1,8.83,26.66,0.033,-18.35,1,0.071,89,Low,Maintain cold chain
SHP_2752,Mango,fruit,13.4,48.97,12,14,16,80,85,90,2.95,20.88,4778.18,30.19,18.17,0.0,0.0,0.0,-36.03,0,0.02,94,Low,Maintain cold chain
SHP_2753,Carrot,vegetable,6.51,94.81,0,2,4,90,95,98,9.36,30.91,4422.86,20.72,15.06,4.51,42.24,0.053,-0.19,1,0.02,94,Low,Maintain cold chain
SHP_2754,Chicken,meat,1.09,50.68,0,1,2,85,90,95,23.47,6.55,705.7,36.91,8.2,0.09,2.07,0.003,-39.32,0,0.033,92,Low,Maintain cold chain
SHP_2755,Onion,vegetable,26.61,78.27,10,12,15,70,75,80,7.91,12.88,4131.18,27.5,26.07,14.61,115.66,0.145,3.27,1,0.159,80,Low,Maintain cold chain
SHP_2756,Fish,meat,28.45,87.77,0,1,2,85,90,95,4.22,35.6,2497.44,42.49,9.82,27.45,115.74,0.145,-2.23,1,0.139,82,Low,Maintain cold chain
SHP_2757,Milk,dairy,13.06,89.26,2,3,4,80,85,90,13.02,17.03,4011.9,11.83,28.46,10.06,130.94,0.164,4.26,1,0.121,84,Low,Maintain cold chain
SHP_2758,Potato,vegetable,13.45,81.76,10,12,15,85,90,92,16.82,36.04,4422.08,2.34,9.11,1.45,24.35,0.03,-8.24,0,0.03,93,Low,Maintain cold chain
SHP_2759,Onion,vegetable,18.77,49.47,10,12,15,70,75,80,1.84,29.2,1167.21,17.33,19.9,6.77,12.5,0.016,-25.53,1,0.02,94,Low,Maintain cold chain
SHP_2760,Carrot,vegetable,7.93,80.62,0,2,4,90,95,98,20.69,16.58,454.45,6.8,9.59,5.93,122.66,0.153,-14.38,1,0.105,85,Low,Maintain cold chain
SHP_2761,Orange,fruit,11.37,89.48,4,6,8,80,85,90,14.85,29.67,4869.26,29.95,7.25,5.37,79.71,0.1,4.48,1,0.138,82,Low,Maintain cold chain
SHP_2762,Paneer,dairy,23.91,57.59,2,3,4,80,85,90,7.38,21.23,2111.49,7.45,0.66,20.91,154.35,0.193,-27.41,1,0.253,71,Low,Maintain cold chain
SHP_2763,Banana,fruit,23.97,45.91,13,14,16,80,85,90,13.65,31.42,828.74,36.21,11.57,9.97,136.05,0.17,-39.09,1,0.11,85,Low,Maintain cold chain
SHP_2764,Butter,dairy,8.29,84.7,2,4,6,75,80,85,15.94,35.79,512.71,10.09,22.56,4.29,68.46,0.086,4.7,1,0.02,94,Low,Maintain cold chain
SHP_2765,Butter,dairy,18.38,55.91,2,4,6,75,80,85,11.49,2.48,4332.97,15.68,5.87,14.38,165.27,0.207,-24.09,1,0.229,74,Low,Maintain cold chain
SHP_2766,Chicken,meat,6.06,90.06,0,1,2,85,90,95,22.62,29.76,4839.37,11.46,4.31,5.06,114.58,0.143,0.06,1,0.053,90,Low,Maintain cold chain
SHP_2767,Potato,vegetable,29.22,76.79,10,12,15,85,90,92,2.62,17.52,2994.32,37.28,23.19,17.22,45.15,0.056,-13.21,1,0.144,82,Low,Maintain cold chain
SHP_2768,Potato,vegetable,20.68,63.48,10,12,15,85,90,92,17.43,16.63,3094.61,21.0,4.59,8.68,151.3,0.189,-26.52,1,0.236,73,Low,Maintain cold chain
SHP_2769,Chicken,meat,12.22,78.0,0,1,2,85,90,95,19.9,31.97,2618.63,8.26,12.44,11.22,223.33,0.279,-12.0,1,0.21,75,Low,Maintain cold chain
SHP_2770,Chicken,meat,7.15,62.71,0,1,2,85,90,95,9.72,9.65,4041.91,4.21,15.75,6.15,59.7,0.075,-27.29,1,0.078,88,Low,Maintain cold chain
SHP_2771,Banana,fruit,13.04,43.69,13,14,16,80,85,90,7.21,20.12,2647.94,35.35,22.34,0.0,0.0,0.0,-41.31,0,0.097,86,Low,Maintain cold chain
SHP_2772,Chicken,meat,1.91,62.53,0,1,2,85,90,95,2.52,16.86,3106.9,47.36,5.79,0.91,2.29,0.003,-27.47,0,0.058,90,Low,Maintain cold chain
SHP_2773,Paneer,dairy,18.15,42.94,2,3,4,80,85,90,21.91,12.34,1654.28,31.32,3.94,15.15,332.02,0.415,-42.06,1,0.509,47,Medium,Increase cooling
SHP_2774,Orange,fruit,13.53,85.57,4,6,8,80,85,90,20.98,37.32,4204.51,24.97,21.06,7.53,157.99,0.197,0.57,1,0.169,79,Low,Maintain cold chain
SHP_2775,Cabbage,vegetable,27.5,72.34,0,2,4,90,95,98,1.23,13.24,2471.8,3.91,10.72,25.5,31.29,0.039,-22.66,1,0.143,82,Low,Maintain cold chain
SHP_2776,Onion,vegetable,14.17,92.43,10,12,15,70,75,80,9.71,24.26,1172.89,34.77,2.12,2.17,21.12,0.026,17.43,0,0.03,93,Low,Maintain cold chain
SHP_2777,Grapes,fruit,10.56,76.76,0,1,2,90,92,95,5.04,12.41,534.28,41.59,9.31,9.56,48.21,0.06,-15.24,1,0.086,87,Low,Maintain cold chain
SHP_2778,Mutton,meat,8.57,44.11,0,1,2,85,90,95,3.2,30.97,1811.92,40.23,5.22,7.57,24.2,0.03,-45.89,1,0.02,94,Low,Maintain cold chain
SHP_2779,Carrot,vegetable,2.46,77.84,0,2,4,90,95,98,13.69,26.08,3125.31,46.24,6.86,0.46,6.36,0.008,-17.16,0,0.02,94,Low,Maintain cold chain
